pseudocode,balavatika_located_yn,special_training,material_training,free_text_books_pr,free_uniform_pr,free_text_books_up,free_uniform_up,acad_inspections,crc_coordinator,block_level_officers,district_officers,smc_exists,smc_smdc_same,smc_smdc_meetings,grants_receipt,grants_expenditure
3426454,2,9,2,1,1,2,2,1,8,2,0,1,9,5,10000,10000
4997519,2,9,1,1,1,2,2,1,11,6,0,1,9,0,0,0
6033109,0,9,2,2,2,1,1,1,12,3,1,1,1,8,50000,50000
1624966,0,9,1,2,2,1,1,1,11,2,1,1,3,9,50560,50560
5836018,2,9,1,1,1,2,2,1,11,5,0,1,9,7,10000,10000
4513217,2,9,1,1,1,2,2,1,9,2,0,1,9,7,10000,10000
2399858,2,9,1,1,1,2,2,1,1,8,0,1,9,5,10000,10000
9588296,2,9,1,1,1,2,2,1,11,5,0,1,9,8,25000,25000
4827827,2,9,1,1,1,2,2,1,12,3,0,2,9,0,0,0
1525647,2,9,2,1,1,2,2,1,8,6,1,1,9,5,10000,10000
5863421,0,9,1,2,2,1,1,1,12,1,4,2,2,0,0,0
9750276,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3185332,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6115677,2,9,1,1,1,2,2,1,11,5,0,1,9,7,25000,25000
7331250,2,9,1,1,1,2,2,1,11,5,0,1,9,8,25000,25000
2679064,2,9,1,1,1,1,1,1,9,3,0,1,9,8,101666,101666
6034295,2,9,1,1,1,2,2,1,14,4,0,2,9,0,0,0
3968268,2,9,1,1,1,2,2,1,11,4,0,2,9,0,0,0
6118570,2,9,1,1,1,2,2,1,11,5,0,1,9,8,25000,25000
7319408,0,9,1,2,2,1,1,13,12,3,1,1,1,11,75000,75000
9363590,2,9,2,1,1,2,2,1,10,2,0,1,9,10,50890,50000
7726413,2,9,1,1,1,2,2,1,9,1,0,1,9,5,50000,50000
4431011,2,9,1,1,1,2,2,1,9,8,0,1,9,7,11600,10000
9285482,2,9,1,1,1,2,2,1,11,5,0,1,9,0,25000,25000
2994949,0,9,1,2,2,1,1,1,10,5,3,2,2,0,0,0
2878878,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5209908,0,9,1,2,2,1,1,1,5,12,6,1,3,0,50000,50000
8165035,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8229694,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9314569,2,9,1,1,1,2,2,1,10,3,0,1,9,6,10000,10000
9341464,2,9,1,1,1,2,2,1,10,3,0,1,9,11,25000,25000
9751759,2,9,1,1,1,2,2,1,11,7,0,1,9,9,25000,25000
7704316,2,9,1,1,1,1,1,1,7,4,0,1,9,8,65000,65000
3422444,2,9,2,1,1,2,2,1,5,6,0,1,9,0,0,0
1346141,2,9,1,1,1,2,2,1,8,3,0,2,9,0,0,0
7272287,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4503655,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4092849,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4042225,1,9,1,1,1,2,2,1,11,5,0,1,9,8,10000,10000
6765861,2,9,1,1,1,1,1,1,10,5,0,1,9,8,50000,50000
6500637,2,9,2,1,1,2,2,1,11,3,0,2,9,0,0,0
2198999,2,9,1,1,1,1,1,1,11,5,0,1,9,11,25000,25000
3825398,2,9,2,1,1,2,2,4,2,1,0,1,9,10,10000,10000
2737496,2,9,1,1,1,1,1,1,10,2,1,1,9,8,50000,50000
6794182,2,9,1,1,1,2,2,1,9,5,1,1,9,4,10000,10000
8807891,2,9,1,1,1,2,2,1,9,5,1,1,9,9,10000,10000
3551858,2,9,2,1,1,2,2,1,9,4,1,1,9,9,10000,10000
8058122,2,9,2,1,1,2,2,1,10,4,0,1,9,4,25000,25000
8780634,1,9,1,1,1,2,2,1,9,4,1,1,9,8,10000,10000
4626425,2,9,1,1,1,2,2,1,12,2,0,1,9,6,10000,10000
2136677,2,9,1,1,1,2,2,1,9,3,1,1,9,7,14750,14750
6185824,2,9,1,1,1,2,2,1,8,3,0,1,9,8,10000,10000
3600111,2,9,1,1,1,2,2,3,10,3,0,1,9,5,0,0
3981800,0,9,1,2,2,1,2,1,10,4,1,2,2,0,0,0
1873324,0,9,1,2,2,1,1,0,0,0,0,1,3,0,0,0
8838666,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6201914,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7462675,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3612612,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5384184,2,9,1,1,1,2,2,1,9,2,1,1,9,5,10000,10000
5987219,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9280872,2,9,2,1,1,1,1,1,9,2,0,1,9,8,50000,50000
6830975,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4732613,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8090933,2,9,1,1,1,1,1,1,10,2,1,1,9,6,25000,25000
6928757,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8217895,2,9,2,1,1,2,2,1,0,2,0,1,9,5,10000,10000
1530009,2,9,1,1,1,2,2,1,10,5,1,1,9,5,10000,10000
9087866,2,9,2,1,1,1,1,1,8,4,0,1,9,8,50000,50000
2376108,2,9,1,1,1,1,1,1,8,3,0,1,9,0,25000,25000
1108286,1,9,1,1,1,1,1,1,11,2,1,1,9,7,25000,25000
1884945,1,9,1,1,1,1,1,1,9,5,1,1,9,11,50000,50000
3799491,2,9,1,1,1,2,2,1,10,6,1,1,9,5,10000,10000
8961670,2,9,2,1,1,2,2,1,10,5,0,1,9,8,25000,25000
4726016,2,9,1,1,1,1,1,1,11,7,0,1,9,4,50000,50000
2724332,2,9,1,1,1,1,1,1,10,4,1,1,9,5,75000,75000
8039803,2,9,1,1,1,2,2,1,8,4,0,1,9,10,50000,50000
9100020,0,9,1,2,2,1,1,2,2,3,1,1,3,3,75000,75000
2600061,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4764273,2,9,2,1,1,2,2,1,9,5,1,1,9,5,10000,10000
7899330,2,9,1,1,1,1,1,1,9,6,1,1,9,5,52970,52970
3948179,2,9,1,1,1,1,1,1,8,5,1,1,9,5,25000,25000
4639275,2,9,1,1,1,2,2,0,10,1,1,1,9,8,10000,10000
8997907,2,9,1,1,1,2,2,1,5,2,1,1,9,10,10000,10000
3162260,2,9,1,1,1,2,2,1,11,1,1,1,9,6,10000,10000
9476773,2,9,1,1,1,1,1,0,12,4,1,1,9,8,50000,50000
4248818,2,9,2,1,1,2,2,3,0,4,0,1,9,0,0,0
7025684,2,9,2,1,1,2,2,1,9,2,0,2,9,0,0,0
8306695,2,9,2,1,1,2,2,1,10,3,0,2,9,0,0,0
5935892,2,9,2,1,1,2,2,1,0,10,0,2,9,0,0,0
6003878,2,9,1,1,1,1,1,1,7,1,1,2,9,0,0,0
4801504,2,9,1,1,1,2,2,0,1,12,0,1,9,10,25000,25000
7199917,2,9,1,1,1,2,2,0,8,3,2,2,9,0,0,0
4592545,0,9,2,2,2,1,1,1,1,10,1,1,3,5,377258,375000
9811501,2,9,1,1,1,2,2,1,8,3,0,1,9,10,10000,10000
1662253,2,9,1,1,1,2,2,1,8,3,0,1,9,8,10000,10000
6047722,2,9,1,1,1,2,2,1,1,4,1,1,9,8,10000,10000
5415831,2,9,1,1,1,1,1,0,10,1,0,1,9,9,25000,25000
8961580,2,9,1,1,1,2,2,1,8,4,0,1,9,8,25000,25000
5549083,2,9,1,1,1,2,2,1,10,4,0,1,9,8,10000,10000
1384434,2,9,1,1,1,2,2,1,8,3,0,1,9,9,5000,5000
4374738,2,9,1,1,1,2,2,1,6,3,0,1,9,10,25000,25000
6538839,2,9,1,1,1,1,1,0,9,2,1,1,9,8,50000,50000
3038013,1,9,1,1,1,2,2,1,8,4,0,1,9,9,25000,25000
5558900,2,9,1,1,1,2,2,0,6,2,1,1,9,6,10000,10000
5147179,2,9,1,1,1,1,1,1,10,4,1,1,9,9,50000,50000
3565928,0,9,1,2,2,1,1,1,12,12,0,1,3,10,75000,75000
2012412,2,9,1,1,1,2,2,0,6,5,0,1,9,9,10000,10000
1306044,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1847973,2,9,1,1,1,1,1,1,16,2,1,1,9,7,54000,50000
2143735,1,9,1,1,1,1,1,1,5,5,0,1,9,11,50000,50000
5119399,2,9,1,1,1,2,2,1,1,4,0,1,9,11,13000,13000
9851296,2,9,2,1,1,2,2,1,15,4,0,1,9,10,25000,25000
2561559,2,9,1,1,1,2,2,1,10,3,0,1,9,10,0,0
2810296,2,9,1,1,1,2,2,0,8,5,1,1,9,9,12500,12500
9198607,2,9,2,1,1,2,2,1,10,3,2,1,9,9,25000,25000
8515482,0,9,2,2,2,1,1,0,10,1,3,1,3,11,0,0
6210073,0,9,2,2,2,1,1,1,1,12,3,1,1,7,25000,25000
9341091,1,9,1,1,1,2,2,1,10,1,0,1,9,3,25000,25000
2913294,2,9,1,1,1,2,2,1,9,10,0,1,9,8,0,0
9358125,2,9,1,1,1,2,2,0,10,6,0,1,9,9,25000,25000
9864638,2,9,1,1,1,1,1,0,12,8,1,1,9,12,50000,50000
9092184,2,9,1,1,1,2,2,1,1,3,0,1,9,6,10000,10000
6577193,2,9,1,1,1,1,1,0,16,2,0,1,9,0,27400,27400
4802896,2,9,1,1,1,2,2,1,4,2,1,1,9,5,25000,25000
6973190,2,9,1,1,1,2,2,1,5,3,0,2,9,0,0,0
5052224,2,9,1,1,1,1,1,1,5,4,1,1,9,0,50000,50000
5000513,2,9,1,1,1,2,2,1,6,3,1,1,9,10,10000,10000
6556234,2,9,1,1,1,2,2,1,11,3,1,1,9,10,25000,25000
8895733,1,9,1,1,1,1,1,0,7,2,0,1,9,10,50000,50000
2343797,2,9,2,1,1,2,2,1,6,6,2,1,9,6,10250,10250
7675841,2,9,1,1,1,2,2,0,9,2,1,1,9,6,27000,27000
3696370,2,9,2,1,1,2,2,0,7,7,1,1,9,6,10000,10000
4679581,2,9,2,1,1,2,2,2,15,3,1,1,9,4,10000,10000
3423700,2,9,1,1,1,1,1,1,8,2,1,1,9,19,75000,75000
2073995,2,9,1,1,1,2,2,1,14,2,0,1,9,10,75000,75000
1643390,0,9,1,2,2,1,1,1,12,3,1,1,3,11,50000,50000
1461672,2,9,1,1,1,2,2,2,14,3,0,1,9,13,10000,10000
7499288,2,9,2,1,1,1,1,1,32,3,2,1,9,6,50000,50000
2778863,2,9,1,1,1,2,2,1,12,2,1,1,9,0,10000,10000
4769245,2,9,1,1,1,1,1,0,16,2,1,1,9,4,50000,50000
9870865,2,9,1,1,1,1,1,0,5,3,1,1,9,9,50000,50000
7871778,2,9,2,1,1,1,1,18,12,5,1,2,9,0,0,0
8433010,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9697204,0,9,1,2,2,1,1,10,15,15,5,1,1,14,75000,75000
7735831,2,9,1,1,1,2,2,0,14,2,1,1,9,11,10000,0
4274709,2,9,1,1,1,2,2,0,7,2,1,1,9,5,14500,14500
7942844,2,9,1,1,1,1,1,1,1,3,0,1,9,10,10000,10000
4999634,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5082586,2,9,2,1,1,2,2,1,3,1,0,1,9,0,12420,12420
3892486,2,9,1,1,1,2,2,1,7,1,0,1,9,10,10000,10000
4841583,2,9,1,1,1,2,2,1,6,1,0,1,9,7,10000,10000
6462351,2,9,1,1,1,1,1,1,8,2,1,1,9,7,28250,28250
3226071,2,9,1,1,1,2,2,1,11,1,0,1,9,7,13000,13000
7632503,2,9,1,1,1,2,2,4,12,3,2,1,9,6,10000,10000
2037657,2,9,2,1,1,2,2,1,11,1,0,1,9,6,50000,50000
4556703,2,9,1,1,1,2,2,3,10,3,1,1,9,10,25000,25000
6258062,2,9,1,1,1,2,2,0,14,4,0,1,9,0,0,0
7625148,2,9,2,1,1,2,2,1,9,4,0,2,9,0,0,0
3095775,0,9,2,2,2,1,1,0,12,1,5,1,1,13,53000,53000
2746813,0,9,2,2,2,1,1,0,3,10,5,1,3,0,175000,175000
9812207,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6818922,2,9,1,1,1,1,1,1,2,10,1,1,9,7,25000,25000
2459430,2,9,1,1,1,2,2,1,7,1,0,1,9,10,10000,10000
4951820,2,9,1,1,1,2,2,1,1,1,1,1,9,7,10000,10000
4808525,2,9,1,1,1,2,2,1,13,3,0,1,9,8,13000,13000
7305739,2,9,1,1,1,1,1,1,1,4,1,1,9,0,50000,50000
4575667,2,9,1,1,1,2,2,1,3,10,1,1,9,6,10000,10000
2133285,2,9,2,1,1,2,2,1,3,2,1,1,9,10,25000,25000
5734955,2,9,1,1,1,2,2,1,5,3,1,2,9,0,0,0
2260670,2,9,1,1,1,2,2,1,11,4,1,2,9,0,0,0
2518669,2,9,1,1,1,1,1,1,3,3,1,1,9,0,0,0
2078104,0,9,1,2,2,1,1,2,12,15,2,1,3,0,75000,75000
3787031,2,9,1,1,1,2,2,1,16,3,2,1,9,7,10000,10000
3136465,2,9,1,1,1,2,2,1,8,4,0,1,9,8,25000,25000
1828565,2,9,1,1,1,2,2,1,14,18,1,1,9,9,10000,10000
3639492,2,9,1,1,1,2,2,1,9,3,2,1,9,0,27040,27040
9389420,2,9,1,1,1,2,2,1,14,7,0,1,9,11,25000,25000
6195930,2,9,1,1,1,2,2,1,7,4,2,1,9,6,10000,10000
4874128,2,9,1,1,1,2,2,0,10,2,0,2,9,0,0,0
8428606,2,9,2,1,1,2,2,1,10,6,1,2,9,0,0,0
4609239,0,9,2,2,2,1,2,0,9,2,3,1,3,5,124500,124500
6530780,0,9,1,2,2,1,1,1,8,1,2,1,3,4,75000,75000
1562426,0,9,2,2,2,1,1,0,10,1,1,1,2,0,0,0
5779039,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8595405,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2001171,2,9,1,1,1,2,2,1,7,4,2,1,9,1,10000,10000
5513188,2,9,1,1,1,2,2,1,9,2,0,1,9,10,10000,10000
8517177,2,9,1,1,1,2,2,1,5,5,0,1,9,8,25000,25000
8283286,2,9,1,1,1,2,2,1,7,6,0,2,9,0,0,0
7918817,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9437562,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9071772,2,9,1,1,1,2,2,1,6,2,0,1,9,9,13000,13000
6528122,2,9,1,1,1,2,2,1,3,17,1,1,9,11,13000,13000
1328400,2,9,1,1,1,2,2,1,1,12,0,1,9,7,10000,10000
4784533,2,9,1,1,1,2,2,1,10,2,0,2,9,0,0,0
6398380,2,9,1,1,1,2,2,1,8,2,2,2,9,0,0,0
8245728,2,9,1,1,1,1,1,1,5,3,2,1,9,11,28000,28000
8135467,2,9,2,1,1,2,2,1,13,5,2,2,9,0,0,0
6942617,0,9,2,2,2,1,1,0,2,8,2,2,2,0,7424,7424
4567073,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4978744,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3270542,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5696885,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1846816,2,9,1,1,1,2,2,2,1,7,0,1,9,9,10000,10000
4732638,2,9,1,1,1,2,2,1,1,10,0,1,9,0,10000,10000
7599512,2,9,1,1,1,2,2,4,6,4,1,1,9,8,10000,10000
9053140,2,9,1,1,1,2,2,1,5,1,2,1,9,9,25000,25000
7748825,2,9,1,1,1,2,2,1,9,1,0,1,9,8,12875,12875
8676938,2,9,1,1,1,2,2,5,13,2,1,2,9,0,0,0
4964827,2,9,2,1,1,2,2,1,11,5,1,2,9,0,0,0
3846503,0,9,2,2,2,2,2,1,10,1,3,2,2,0,0,0
5511639,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3955127,2,9,1,1,1,2,2,1,10,3,1,1,9,11,25000,25000
7687046,2,9,1,1,1,2,2,0,0,12,1,1,9,12,25000,25000
9675240,2,9,1,1,1,2,2,0,14,3,1,1,9,12,25000,25000
7371589,2,9,1,1,1,2,2,0,8,3,0,1,9,9,25000,25000
7792038,2,9,1,1,1,2,2,7,15,4,4,1,9,0,25000,25000
4863042,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6911061,0,9,1,2,2,1,1,1,18,3,4,1,3,12,50000,50000
3923769,2,9,1,1,1,1,1,0,10,4,0,1,9,13,117300,117300
3937231,2,9,2,1,1,1,1,1,5,3,0,1,9,8,0,0
8624417,2,9,1,1,1,2,2,1,8,3,0,1,9,6,10000,10000
1801870,2,9,1,1,1,2,2,0,7,4,2,1,9,10,25000,25000
5854895,2,9,1,1,1,1,1,1,10,3,1,1,9,6,50000,50000
3297452,2,9,1,1,1,2,2,5,0,4,0,2,9,0,0,0
6213785,2,9,1,1,1,1,1,1,10,3,1,1,9,10,50000,50000
5130325,2,9,1,1,1,2,2,1,10,5,0,2,9,0,0,0
4150197,2,9,1,1,1,2,2,1,10,4,0,2,9,0,0,0
9865355,2,9,1,1,1,2,2,1,9,3,0,1,9,8,10000,10000
5731830,2,9,1,1,1,2,2,0,10,5,0,1,9,10,25000,25000
7942155,0,9,1,2,2,1,1,0,0,0,0,1,3,10,75000,75000
8371170,2,9,1,1,1,2,2,1,15,15,0,1,9,10,25000,25000
8769396,2,9,2,1,1,2,2,5,6,11,0,1,9,0,10000,10000
7550330,2,9,1,1,1,2,2,1,10,3,0,1,9,7,10000,10000
3958367,2,9,1,1,1,2,2,1,13,2,0,1,9,9,25000,25000
9987843,2,9,1,1,1,1,1,1,10,3,0,1,9,0,50000,50000
5949803,2,9,1,1,1,2,2,1,10,5,0,1,9,10,75000,75000
6125698,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1907919,0,9,1,2,2,1,1,0,10,2,2,1,3,11,75000,75000
1683231,2,9,2,1,1,2,2,1,9,8,0,1,9,0,50000,50000
5598188,0,9,2,2,2,1,1,0,0,5,1,1,3,10,50000,50000
4334148,2,9,1,1,1,2,2,1,5,2,0,1,9,7,25250,25250
4640715,2,9,1,1,1,2,2,1,1,14,0,1,9,8,25000,25000
7681650,2,9,2,1,1,2,2,7,1,7,1,2,9,0,11324,11324
9976096,2,9,1,1,1,2,2,1,10,4,0,1,9,10,50000,50000
2018403,0,9,1,2,2,1,1,0,0,0,3,1,3,8,51500,51500
2288274,2,9,1,1,1,2,2,1,14,6,1,1,9,8,25000,25000
2918370,2,9,1,1,1,2,2,1,8,2,0,1,9,8,25000,25000
2903896,2,9,1,1,1,2,2,1,0,4,0,2,9,0,0,0
3063159,2,9,1,1,1,1,1,1,10,3,0,2,9,0,0,0
8227671,0,9,1,2,2,1,2,0,13,4,2,2,2,0,0,0
4214884,2,9,1,1,1,1,1,1,13,3,2,1,9,11,52000,52000
9064852,2,9,1,1,1,2,2,1,10,4,2,1,9,12,30000,30000
2322475,2,9,1,1,1,2,2,1,12,2,1,1,9,10,10000,10000
4924439,2,9,1,1,1,2,2,1,5,2,0,2,9,0,0,0
4041784,2,9,1,1,1,1,1,1,8,4,1,1,9,8,0,0
1797711,2,9,1,1,1,2,2,1,15,4,1,1,9,11,10000,10000
4271167,2,9,1,1,1,2,2,2,12,3,1,2,9,0,0,0
3598631,0,9,1,2,2,1,1,1,12,2,1,2,2,0,0,0
1565459,2,9,1,1,1,2,2,1,10,3,0,1,9,11,10000,10000
2498691,2,9,1,1,1,2,2,1,13,3,2,1,9,11,50000,50000
8326316,0,9,1,2,2,1,1,7,0,0,0,1,3,9,75000,75000
8086382,1,9,1,1,1,2,2,3,3,14,0,1,9,11,10000,10000
7358047,2,9,1,1,1,2,2,0,12,5,0,1,9,8,25000,25000
9226436,2,9,1,1,1,2,2,1,10,5,1,2,9,0,0,0
3635308,0,9,1,2,2,1,1,1,7,3,1,2,2,0,0,0
8900029,2,9,1,1,1,2,2,1,0,4,0,1,9,0,0,0
1369882,2,9,1,1,1,2,2,2,13,2,0,1,9,8,25000,25000
4273874,2,9,1,1,1,1,1,1,12,5,1,1,9,12,50000,50000
3049557,2,9,1,1,1,1,1,12,8,2,0,1,9,0,52000,52000
4219353,2,9,1,1,1,2,2,2,10,2,0,1,9,11,28000,28000
6331041,2,9,1,1,1,2,2,1,11,10,1,1,9,9,10000,10000
9142212,2,9,1,1,1,2,2,0,0,0,0,1,9,0,0,0
1588503,0,9,1,2,2,1,1,0,8,0,2,1,1,11,37500,37500
5980156,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3252977,2,9,1,1,1,1,1,1,10,5,1,1,9,10,50000,50000
2482614,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4696419,2,9,1,1,1,1,1,1,10,5,0,1,9,7,27000,27000
6971767,2,9,1,1,1,1,1,1,8,3,0,1,9,11,75000,75000
8177221,2,9,1,1,1,2,2,0,7,2,0,1,9,11,25000,25000
7715482,2,9,1,1,1,1,1,1,8,5,0,1,9,10,65000,65000
5414703,2,9,1,1,1,2,2,0,5,2,0,1,9,0,25000,25000
7134499,2,9,1,1,1,2,2,1,11,3,0,1,9,11,75000,75000
6343977,0,9,2,2,2,1,1,1,11,5,2,1,1,9,775000,775000
4839917,2,9,1,1,1,1,1,1,8,5,1,1,9,12,50000,50000
5713327,2,9,2,1,1,2,2,1,10,10,1,1,9,11,12000,12000
7409815,1,9,1,1,1,2,2,1,10,3,0,1,9,9,250000,25000
5979953,2,9,1,1,1,2,2,16,4,11,1,1,9,11,25000,25000
2852103,2,9,2,1,1,1,1,1,0,6,0,2,9,0,0,0
2067811,2,9,1,1,1,2,2,11,3,9,2,1,9,11,25000,25000
8017445,2,9,1,1,1,2,2,1,7,5,0,1,9,11,10000,10000
7496439,2,9,1,1,1,2,2,14,2,12,0,1,9,11,10000,10000
6513479,2,9,1,1,1,2,2,1,10,6,1,1,9,0,25000,25000
9670236,2,9,2,1,1,2,2,0,11,1,1,1,9,0,0,0
9130771,1,9,1,1,1,2,2,1,5,6,0,1,9,9,25000,25000
8730754,0,9,1,2,2,1,1,11,8,3,0,1,3,0,94500,94500
9617194,2,9,1,1,1,2,2,1,10,8,0,1,9,11,25000,25000
6539628,2,9,1,1,1,2,2,1,10,8,0,1,9,11,25000,25000
6930360,2,9,1,1,1,2,2,1,10,5,0,2,9,0,0,0
5150909,2,9,2,1,1,2,2,2,6,11,0,1,9,11,25000,25000
2836575,2,9,1,1,1,1,1,1,8,6,0,1,9,11,75250,75250
9763919,2,9,1,1,1,2,2,1,8,4,0,1,9,11,25000,25000
2231333,2,9,1,1,1,2,2,1,8,6,0,1,9,8,25000,25000
7215447,2,9,1,1,1,1,1,1,10,8,0,1,9,11,50300,50300
4219600,2,9,1,1,1,2,2,1,11,8,0,1,9,8,25000,25000
9108426,2,9,1,1,1,2,2,1,10,8,0,1,9,11,10000,10000
5253257,2,9,1,1,1,2,2,1,11,3,0,2,9,0,0,0
5773667,2,9,1,1,1,2,2,1,8,8,0,1,9,12,10000,10000
6807337,2,9,1,1,1,2,2,1,8,6,0,1,9,11,25000,25000
4515661,0,9,1,2,2,1,1,10,8,1,1,1,3,10,50000,50000
4077238,2,9,1,1,1,2,2,0,15,3,2,1,9,8,50000,50000
8412678,2,9,1,1,1,2,2,16,13,3,0,1,9,11,29750,29750
7965397,2,9,1,1,1,2,2,8,4,4,0,1,9,9,25000,25000
4948902,2,9,1,1,1,1,1,9,5,8,1,1,9,9,50000,50000
3801489,1,9,1,1,1,2,2,3,10,6,1,1,9,11,50000,50000
4246989,0,9,1,2,2,1,1,0,0,11,0,1,3,11,100000,100000
1058206,0,9,1,2,2,1,1,0,7,5,2,1,1,10,0,0
3664106,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5933943,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4778483,2,9,2,1,1,1,1,4,6,11,1,1,9,13,52000,52000
2305096,2,9,1,1,1,2,2,3,9,3,0,1,9,0,25000,25000
9993010,2,9,1,1,1,1,1,1,4,4,0,1,9,0,25000,25000
5878384,2,9,1,1,1,1,1,1,8,5,1,1,9,9,0,0
5112377,2,9,1,1,1,2,2,1,5,8,0,1,9,8,24500,24500
5749778,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6698857,2,9,1,1,1,2,2,2,6,11,0,1,9,8,25000,25000
5123258,2,9,2,1,1,2,2,0,2,11,0,1,9,0,25000,25000
7767577,2,9,1,1,1,2,2,1,5,5,0,1,9,11,50000,50000
3581246,2,9,1,1,1,2,2,1,7,9,0,1,9,11,25000,25000
1748458,0,9,1,2,2,1,1,10,2,1,1,1,3,0,25000,25000
1436580,2,9,2,2,2,2,2,0,0,0,0,1,9,0,10000,10000
5812470,2,9,1,1,1,2,2,1,10,8,0,1,9,8,10000,10000
9815636,2,9,1,1,1,2,2,1,5,5,1,1,9,6,25000,25000
3493890,2,9,1,1,1,2,2,1,11,5,0,1,9,6,12250,12250
9638005,2,9,1,1,1,1,1,1,11,3,0,1,9,10,27250,27250
6078155,2,9,1,1,1,2,2,1,11,6,1,1,9,0,12250,12250
4780377,0,9,1,2,2,1,1,1,2,5,1,1,3,0,25000,25000
1782822,2,9,1,1,1,2,2,1,11,4,1,1,9,12,12250,12250
1283307,2,9,2,1,1,2,2,1,11,4,0,1,9,11,12250,12250
3218528,2,9,1,1,1,2,2,1,11,4,0,1,9,8,27250,27250
8394010,2,9,1,1,1,2,2,1,10,3,0,1,9,10,12250,12250
4694606,0,9,2,2,2,1,1,1,0,5,2,1,3,7,53000,53000
7841002,2,9,1,1,1,2,2,0,11,4,0,1,9,7,12250,12250
4662458,2,9,1,1,1,2,2,1,11,4,0,1,9,7,12250,12250
1945698,2,9,1,1,1,1,1,9,11,9,0,1,9,9,27250,27250
6949865,2,9,1,1,1,2,2,1,10,6,0,1,9,8,10000,10000
9763319,2,9,1,1,1,2,2,3,6,7,1,1,9,8,10000,10000
9071613,2,9,1,1,1,2,2,1,11,4,1,1,9,8,12250,12250
3544092,2,9,1,1,1,2,2,1,10,8,0,1,9,8,10000,10000
6305615,2,9,1,1,1,2,2,1,11,4,1,1,9,11,12250,12250
7638183,2,9,2,1,1,2,2,1,11,9,1,2,9,0,0,0
2243146,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5222303,0,9,2,2,2,1,1,1,12,1,0,2,2,0,0,0
3460377,0,9,1,2,2,1,1,0,12,1,0,1,3,0,0,0
1189040,2,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2523813,2,9,1,1,1,2,2,1,10,8,0,1,9,0,10000,10000
4527076,2,9,1,1,1,2,2,1,20,14,0,1,9,4,10000,10000
1777223,2,9,1,1,1,2,2,1,10,6,0,1,9,4,10000,10000
6373224,2,9,2,1,1,2,2,1,7,2,0,1,9,8,10000,10000
6104165,2,9,1,1,1,1,1,1,1,4,1,1,9,11,25000,25000
1915763,2,9,1,1,1,2,2,1,11,2,1,1,9,7,11000,11000
4764889,2,9,1,1,1,2,2,1,10,6,0,1,9,8,12250,12250
9187100,2,9,1,1,1,2,2,0,11,5,1,1,9,0,12250,12250
5063539,2,9,1,1,1,1,1,3,9,3,0,1,9,13,27250,27250
3320315,0,9,2,2,2,1,1,10,10,20,4,2,2,0,0,0
1332291,2,9,1,1,1,2,2,1,10,5,0,1,9,10,12250,12250
7044249,2,9,1,1,1,2,2,0,13,4,0,1,9,0,12250,12250
7426633,2,9,1,1,1,2,2,0,10,6,0,1,9,6,10000,10000
5124482,2,9,1,1,1,2,2,1,11,4,0,1,9,8,12250,12250
